ID,TITULAR,RUC,TITULO_PROYECTO,UNIDAD_PROYECTO,TIPO,ACTIVIDAD,FECHA_INICIO,ESTADO,DESCRIPCION,LONGITUD,LATITUD,RESOLUCION,LABEL
1721,COMPAÑÍA MINERA KOLPA S.A.,20600020022,INFORME TÉCNICO SUSTENTATORIO MODIFICACIÓN DE COMPONENTES DE LA UNIDAD MINERA HUACHOCOLPA,U.M. HUACHOCOLPA UNO,ITS,Minería,10/01/2020,Desaprobado,SIN DESCRIPCION,-74.98216932,-13.07508336,RD N° 00057-2020-SENACE-PE/DEAR,
1857,MUNICIPALIDAD PROVINCIAL DE CANETE,20154440373,"DIA ""CREACION SERVICIO DE PROTECCION CONTRA INUNDACIONES EN LOS SECTORES CASTILLA, 28 DE JULIO Y LOS PINOS DEL DISTRITO DE SAN VICENTE DE CAÑETE, PROVINCIA DE CAÑETE, REGIÓN LIMA""","CREACION SERVICIO DE PROTECCION CONTRA INUNDACIONES EN LOS SECTORES CASTILLA, 28 DE JULIO Y LOS PINOS DEL DISTRITO DE SAN VICENTE DE CAÑETE, PROVINCIA DE CAÑETE, REGIÓN LIMA",Clasificación,Agricultura,24/07/2018,Desaprobado,SIN DESCRIPCION,-76.38744768,-13.07779531,RD N° 00003-2019-SENACE-PE/DEIN,
1861,COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.,20100079501,SEXTO INFORME TÉCNICO SUSTENTATORIO DE LA UNIDAD MINERA TAMBOMAYO,TAMBOMAYO,ITS,Minería,05/01/2021,Desaprobado,SIN DESCRIPCION,-71.93716735,-15.4722179,RD N° 00033-2021-SENACE-PE/DEAR,
1728,ANABI S.A.C.,20517187551,PROYECTO UTUNSA,U.M. UTUNSA,ITS,Minería,28/10/2016,Desaprobado,SIN DESCRIPCION,-72.2888,-14.4182,RD N° 130-2016-SENACE/DCA,
1738,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,20602114091,"CREACIÓN DEL SERVICIO DE PROTECCIÓN FRENTE A INUNDACIONES EN AMBAS MÁRGENES DEL RÍO TUMBES, EN TRAMOS VULNERABLES DESDE LA ESTACIÓN EL TIGRE HASTA LA SALIDA AL MAR, EN LOS DISTRITOS DE PAMPAS DE HOSPITAL, SAN JACINTO, SAN JUAN DE LA VIRGEN, CORRALES",SIN UNIDAD,IGAPRO,Agricultura,26/10/2021,Desaprobado,SIN DESCRIPCION,-80.45642731,-3.7688137,,
1825,AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS,20602114091,"CREACIÓN DEL SERVICIO DE PROTECCIÓN CONTRA DESBORDES DE QUEBRADAS NORTE VERDE, QUENETO, CEREALES, EL ARENAL Y HUASCARÁN, DISTRITO DE VIRÚ - PROVINCIA DE VIRÚ - DEPARTAMENTO DE LA LIBERTAD. AUT",SIN UNIDAD,IGAPRO,Agricultura,13/12/2021,Desaprobado,SIN DESCRIPCION,-78.7772422,-8.37700777,RD N° 00065-2022-SENACE-PE/DEIN,
2012,MUNICIPALIDAD DISTRITAL DE PROVIDENCIA,20187384223,"CONSTRUCCION DE LA CARRETERA EL CARMELO – GRAMALOTE – LA LIBERTAD, DISTRITO DE PROVIDENCIA - LUYA - AMAZONAS","CONSTRUCCION DE LA CARRETERA EL CARMELO – GRAMALOTE – LA LIBERTAD, DISTRITO DE PROVIDENCIA - LUYA - AMAZONAS",Clasificación,Transportes,24/09/2019,Desaprobado,SIN DESCRIPCION,-78.27275377,-6.29400738,RD N° 0004-2020-SENACE-PE/DEIN,
1743,MUNICIPALIDAD DISTRITAL DE SAN RAFAEL,20200197357,EVALUACION AMBIENTAL PRELIMINAR (EVAP) DEL PROYECTO “CONSTRUCCIÓN DEL CAMINO VECINAL MARAYZONDOR – SANTO DOMINGO DE RONDÓS – HUILLAPARAC DISTRITO DE SAN RAFAEL – AMBO - HUÁNUCO”,EVALUACION AMBIENTAL PRELIMINAR (EVAP) DEL PROYECTO “CONSTRUCCIÓN DEL CAMINO VECINAL MARAYZONDOR – SANTO DOMINGO DE RONDÓS – HUILLAPARAC DISTRITO DE SAN RAFAEL – AMBO - HUÁNUCO”,Clasificación,Transportes,26/04/2019,Desaprobado,SIN DESCRIPCION,-76.17241283,-10.30729026,RD N° 00157-2019-SENACE-PE/DEIN,
1879,GOBIERNO REGIONAL DE UCAYALI,20393066386,"EVAP DEL PROYECTO “MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL CAMPO VERDE – NUEVA REQUENA, DISTRITOS DE CAMPO VERDE Y NUEVA REQUENA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI” COD. SNIP *","“MEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL CAMPO VERDE – NUEVA REQUENA, DISTRITOS DE CAMPO VERDE Y NUEVA REQUENA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI” COD. SNIP 157054",Clasificación,Transportes,17/10/2018,Desaprobado,SIN DESCRIPCION,-74.80764534,-8.47693856,RD N° 00119-2019-SENACE-PE/DEIN ,
1748,MUNICIPALIDAD DISTRITAL PUCARA,20203936029,"CONSTRUCCIÓN Y MEJORAMIENTO DEL CAMINO VECINAL ENTRE: PUENTE TECHIN - NARANJITOS - AYAHUACA, DISTRITO DE PUCARÁ - PROVINCIA DE JAÉN - CAJAMARCA",DIRECCION DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL,Clasificación,Transportes,27/05/2021,Desaprobado,SIN DESCRIPCION,-79.0674,-6.0376,RD N° 00152-2021-SENACE-PE/DEIN,
